2019-06-22 10:16:35,"b""RT @thebharatarmy: \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x87\xa6\xf0\x9f\x87\xab Playing XI for today's encounter against Afghanistan.\n\n#INDvAFG #INDvsAFG #BharatArmy #COTI #TeamIndia #IndianCrick\xe2\x80\xa6"""
2019-06-22 10:16:32,b'RT @RCBTweets: The runs are beginning to flow now. With Kohli taking the lead striking at 162!\n\n#PlayBold #CWC19 #INDvAFG'
2019-06-22 10:16:32,"b'RT @cricketaakash: Which National Anthem, besides your own country\xe2\x80\x99s, do you like the most? I\xe2\x80\x99m going with Afghanistan \xf0\x9f\x87\xa6\xf0\x9f\x87\xab Love the renditio\xe2\x80\xa6'"
2019-06-22 10:16:30,b'@AqualiteIndia India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 will win \xe2\x9c\x8c\xef\xb8\x8f\n\nPlayer of the match : KL Rahul\n\n#CWC19 #INDvAFG #Contest\n#Worldcup\xe2\x80\xa6 https://t.co/3H73q3WXHQ'
2019-06-22 10:16:30,b'RT @CrickyUpdates: If england loose all of their matches and pak win all 4 thn its \nIndia v Pakistan \nAustralia v NZ\n\n#CWC19 https://t.co/H\xe2\x80\xa6'
2019-06-22 10:16:30,b'RT @monicas004: Anybody still have any doubts? ;) \n#CWC19 https://t.co/4YCaYu716B'
2019-06-22 10:16:28,b'RT @Fujifilm_India: #ContestAlert\n\nComment your prediction with hashtag  #GetInstaxicated before the 1st innings till - one with maximum co\xe2\x80\xa6'
2019-06-22 10:16:28,b'RT @SunRisers: End of powerplay. Virat looks in fine touch and so does Rahul.\n\n\xf0\x9f\x87\xae\xf0\x9f\x87\xb3 - 41/1 (10) \n\n#INDvAFG #CWC19 #OrangeArmy #RiseWithUs'
2019-06-22 10:16:28,"b""#INDvAFG #INDvsAFG #CWC19\nWho's Virat Kohli's favourite English Player ?? \nAns : https://t.co/s19YpHy1UK"""
2019-06-22 10:16:27,b'Prediction - Virat Kohli to score 130+ runs today. \n#INDvAFG #CWC19 #TeamIndia'
2019-06-22 10:16:25,"b'RT @ImRaina: Good luck to the boys in blue, #TeamIndia with a great chance to extend their winning run. \nThe Afghanistan team - what it lac\xe2\x80\xa6'"
2019-06-22 10:16:24,"b'RT @ImRaina: Good luck to the boys in blue, #TeamIndia with a great chance to extend their winning run. \nThe Afghanistan team - what it lac\xe2\x80\xa6'"
2019-06-22 10:16:24,"b""RT @timesnowsports: India's orange away jersey out? Images of second kit surface online ahead of Afghanistan clash #INDvAFG #TeamIndia #CWC\xe2\x80\xa6"""
2019-06-22 10:16:23,"b'RT @mohanstatsman: During 1st Powerplay in #CWC19 #CWC2019\nRohit Sharma 69 in 85 balls, 7 fours, 2 sixes (S/r 81.18)\nShikhar Dhawan 35 in 4\xe2\x80\xa6'"
2019-06-22 10:16:23,b'RT @Oven_Story: #ContestAlert\nStand a chance to win a cool Team India Cricket Jersey with YOUR NAME on it! All you have to do is complete t\xe2\x80\xa6'
2019-06-22 10:16:21,"b'You scored runs against South Africa, Australia and Pakistan. What happened today? #CWC19\n\nRohit Sharma: https://t.co/bYvkbSY6kP'"
2019-06-22 10:16:20,b'RT @imrezmie: If you ever need motivation...\nSave this picture and have a look when you need it \xe2\x9d\xa4\n\n#ENGvSL #CWC19 #riseupforhope https://t.\xe2\x80\xa6'
2019-06-22 10:16:20,"b'My favorite Dhoni, always manages the extra push for Team India. #CWC19 #PowerThrough @PoweradeIndia #IndvsAfg'"
2019-06-22 10:16:19,b'RT @shoaib100mph: Sensational defence of a small total. Sri Lanka making the world cup interesting. \nWhats next guys? \n\n#ENGvSL #CWC19'
2019-06-22 10:16:17,"b""RT @ThePapareSports: #ENGvSL | @nassercricket's flair \xf0\x9f\x91\x8c\n\n #CWC19 #LionsRoar #StandUnitedSL\xf0\x9f\x87\xb1\xf0\x9f\x87\xb0\xf0\x9f\x8f\x8f https://t.co/IZF2d6qz7W"""
2019-06-22 10:16:16,"b'RT @inshafcaffoor: The Uber eats guy who delivered my food in the night asked me ""\xe0\xb6\xb8\xe0\xb6\xbd\xe0\xb7\x8a\xe0\xb6\xbd\xe0\xb7\x92 \xe0\xb6\x85\xe0\xb6\xb4\xe0\xb7\x92 \xe0\xb6\xaf\xe0\xb7\x92\xe0\xb6\xb1\xe0\xb7\x8a\xe0\xb6\xb1\xe0\xb7\x8f\xe0\xb6\xaf? \xe0\xb6\x85\xe0\xb6\xb1\xe0\xb7\x8a\xe0\xb6\xad\xe0\xb7\x92\xe0\xb6\xb8\xe0\xb6\xa7 \xe0\xb6\x91\xe0\xb6\xaf\xe0\xb7\x8a\xe0\xb6\xaf\xe0\xb7\x92 \xe0\xb6\xad\xe0\xb7\x92\xe0\xb6\xb6\xe0\xb7\x8a\xe0\xb6\xb6\xe0\xb7\x99 \xe0\xb7\x80\xe0\xb7\x92\xe0\xb6\x9a\xe0\xb6\xa7\xe0\xb7\x8a 9\xe0\xb6\xba\xe0\xb7\x92!""\nIt kn\xe2\x80\xa6'"
2019-06-22 10:16:16,b'KL Rahul only hype so far. He is batting under pressure not even taking singles. He has been made out this huge sta\xe2\x80\xa6 https://t.co/IH4CzSoB9w'
2019-06-22 10:16:15,b'Rohit Sharma right now:\n\n#INDvAFG \n#CWC19 https://t.co/49QXDK29gK'
2019-06-22 10:16:13,b'RT @RCBTweets: The runs are beginning to flow now. With Kohli taking the lead striking at 162!\n\n#PlayBold #CWC19 #INDvAFG'
2019-06-22 10:16:13,b'First match of #cwc19 #INDvsAFG . The posh @Granger_Gab also in attendance \xf0\x9f\x98\x89 https://t.co/jYVmPi4MLE'
2019-06-22 10:16:12,b'RT @imuday02: Missed double century by just 199 runs \xe2\x98\xb9\xef\xb8\x8f damn close that was \xe2\x98\xb9\xef\xb8\x8f\n\n#INDvAFG #AFGvIND #CWC19'
2019-06-22 10:16:12,b'RT @SeerviBharath: Mujeeb Ur Rahman is the first spinner to dismiss an Indian batsman in this World Cup. \n\nAll these went wicketless..\nTahi\xe2\x80\xa6'
2019-06-22 10:16:11,b'@JindalPanther @ImRo45 @imVkohli @msdhoni 3 Wicket\n#PantherCheersForTeamBlue #ContestAlert #CWC19\n\n@imshrija\xe2\x80\xa6 https://t.co/SLVZjIqFfl'
2019-06-22 10:16:10,b'@LeeCooperIn India with 300+ Runs and a match winning batting from Virat Kohli\n\n#MasterOfPrediction\n#CWC19\n#LeeCooperIndia'
2019-06-22 10:16:09,b'RT @RCBTweets: The runs are beginning to flow now. With Kohli taking the lead striking at 162!\n\n#PlayBold #CWC19 #INDvAFG'
2019-06-22 10:16:09,b'RT @thefield_in: #CWC19 #INDvAFG \n\nVirat got just three for this shot. Picture perfect! \n\nLive: https://t.co/cnAbRHgkQh https://t.co/CtNfo2\xe2\x80\xa6'
2019-06-22 10:16:08,"b""RT @BiggBoss3Telugu: Here's\nWhich Team Today Win.. \n#TeamIndia #CWC19 \n\nIndia vs AFG\n\nRT India\n#INDvAFG #INDvsAFG \n\nFollow @BiggBoss3Telugu"""
2019-06-22 10:16:07,"b'RT @gbpgroup1: In ICC World Cup 2019, the Spin-Duos has played a crucial role in deciding match winner. If you are true cricket fan then pa\xe2\x80\xa6'"
2019-06-22 10:16:06,"b'RT @bbctms: ""There\'s been a few loose drives, but Rahul is an extravagant player and plays with a great amount of confidence."" Tymal Mills\xe2\x80\xa6'"
2019-06-22 10:16:06,"b'#INDvAFG\n\n@imVkohli turning one into two and twos into threes. At the other end, @klrahul11 is like ""Bas kar, Bhai!\xe2\x80\xa6 https://t.co/AvD6yO3tLa'"
2019-06-22 10:16:05,b'#CWC19 \nRohit Sharma Played well but in commetary Box Jatin Sir wins'
2019-06-22 10:16:04,"b'RT @achyutmenon: #CWC19 #INDvAFG \n\nInteresting to read the team composition today. ""Karnataka, Mumbai, Delhi, TN, Jharkhand, Maharashtra, B\xe2\x80\xa6'"
2019-06-22 10:16:03,b'@StarSportsIndia #IndiavsAfghanistan jatin sapru takes his first international wicket \xf0\x9f\x98\x85\xf0\x9f\x98\x82 @jatinsapru #nazar #CWC19'
2019-06-22 10:16:02,b'22nd June:\nRohit Sharma scored 1 (10)\n#CWC19 https://t.co/udNs2wuBlw'
2019-06-22 10:16:01,"b'RT @bbctms: ""There\'s been a few loose drives, but Rahul is an extravagant player and plays with a great amount of confidence."" Tymal Mills\xe2\x80\xa6'"
2019-06-22 10:15:59,b'RT @ESPNcricinfo: Mujeeb Ur Rahman is the first spinner to dismiss an Indian batsman this World Cup\n\n#CWC19 #INDvAFG | https://t.co/Sudcf5I\xe2\x80\xa6'
2019-06-22 10:15:57,b'Are we playing against Australia or Afghanistan? What is this cowardly batting. #cwc19 #INDvAFG'
2019-06-22 10:15:57,b'RT @AzzamAmeen: Sri Lanka beat World number 1 ranked  #CWC19 favourites England by 20 runs. England has not beaten Sri Lanka in a World Cup\xe2\x80\xa6'
2019-06-22 10:15:56,b'Missing Gabbar already needs him to score freely at the start \xf0\x9f\x98\xa2\xf0\x9f\x98\xa2\n#CWC19 #INDvAFG'
2019-06-22 10:15:56,b'RT @BCCI: One change for #TeamIndia - Shami in place of Bhuvneshwar Kumar. India have won the toss and will bat first \xf0\x9f\x98\x8e\xf0\x9f\x8f\x8f\n\nScore predictions\xe2\x80\xa6'
2019-06-22 10:15:54,"b'RT @ImRaina: Good luck to the boys in blue, #TeamIndia with a great chance to extend their winning run. \nThe Afghanistan team - what it lac\xe2\x80\xa6'"
2019-06-22 10:15:54,b'Excitment are at another level to see some powerful sixes from Hardik Pandya bat. #PowerThrough #CWC19 @PoweradeIndia #IndvsAfg'
2019-06-22 10:15:52,"b""Me teaching them how to change the channel where they can get English commentary,if they don't like Sachin n Sehwag\xe2\x80\xa6 https://t.co/4jZrQarjXY"""
2019-06-22 10:15:50,b'Mujeeb Ur Rahman is the first spinner to dismiss an #india batsman this CWC19\n#INDvAFG\n@Mujeeb_R88 #CWC19 https://t.co/AxE9Ewn0Sl'
2019-06-22 10:15:50,b'IPL practice sessions la different country players onna practice panranga...so international match varapo who gets\xe2\x80\xa6 https://t.co/jA0b8lA0RC'
2019-06-22 10:15:49,"b'RT @viratfanalways: Shameless PAKISTAN fans spotted calling sarfaraz ahmed PIG ,while he was with kid . #CWC19 #SarfarazAhmed https://t.co/\xe2\x80\xa6'"
2019-06-22 10:15:49,"b'RT @cricvizanalyst: That is only the fourth time in his ODI career, and only the second time since 2011, that Rohit Sharma has been bowled\xe2\x80\xa6'"
2019-06-22 10:15:48,"b""That's 50 for #India \n\n#CWC19 #INDvAFG"""
2019-06-22 10:15:48,b'RT @imrezmie: If you ever need motivation...\nSave this picture and have a look when you need it \xe2\x9d\xa4\n\n#ENGvSL #CWC19 #riseupforhope https://t.\xe2\x80\xa6'
2019-06-22 10:15:48,"b""400+ pitch.\nRohit unlucky to miss out in the #TeamIndia's easiest game so far.\n\n#ViratKohli #CWC19 #RohitSharma #INDvAFG"""
2019-06-22 10:15:47,b'RT @MichaelVaughan: Well Done Sri Lanka ... Fantastic spirit showed today ... Lasith Malinga take a bow ... Magnificent display ... !! #CWC\xe2\x80\xa6'
2019-06-22 10:15:46,b'This rare failure was like a necessity for #RohitSharma so that he comes out even more focused and hungry for more\xe2\x80\xa6 https://t.co/Dm5dSpfho5'
2019-06-22 10:15:46,b'Hope to get to see him show Afghanistan some good cricket! #CWC19 #PowerThrough #IndvsAfg'
2019-06-22 10:15:46,b'RT @RJSadiaSattar_: From Afghanistan and India who you support??\n\n#CWC19 #AFGvsIND\n#INDvAFG'
2019-06-22 10:15:44,b'RT @mipaltan: Kohli has got the run-rate back on track as he races to 26 in 16 balls.\n\n\xf0\x9f\x87\xae\xf0\x9f\x87\xb3 - 49/1 (11)\n\n#OneFamily #CricketMeriJaan #CWC19 #\xe2\x80\xa6'
2019-06-22 10:15:44,"b""RT @ImRaina: What a thrilling game today! In-form Malinga's 4 for 43 leads Srilanka to a convincing victory. Well deserved, Srilanka. The s\xe2\x80\xa6"""
2019-06-22 10:15:43,b'RT @aamirsayss: Sarfaraz Ahmed Captaincy\nChampion trophy\n11 Consecutive T20 series\nNo.1 T20 Team\nTwo Times PSL finalist\nPSL 4 Champions\n#IS\xe2\x80\xa6'
2019-06-22 10:15:42,"b'RT @Saj_PakPassion: Nasser Hussain ""Don\'t keep going back to the past. I look at the Pakistan side who keep going back to Mohammad Hafeez a\xe2\x80\xa6'"
2019-06-22 10:15:41,b'RT @OfficeOfTanisha: KL Rahul played a superb shot off the back foot. First boundary for India! \n\n#INDvAFG #CWC19 #TeamIndia'
2019-06-22 10:15:41,b'RT @SeerviBharath: Mujeeb Ur Rahman is the first spinner to dismiss an Indian batsman in this World Cup. \n\nAll these went wicketless..\nTahi\xe2\x80\xa6'
2019-06-22 10:15:40,"b'RT @Saj_PakPassion: Shahid Afridi ""It is my hope that Babar Azam will become a bigger player like Virat Kohli. But he won\'t become that pla\xe2\x80\xa6'"
2019-06-22 10:15:40,"b'Independency value let us to life in a open minded society, and the most impact of being independent is creating di\xe2\x80\xa6 https://t.co/gIPRrGbLy9'"
2019-06-22 10:15:40,b'16th June:\nRohit Sharma scored 140 (113)\n#CWC19 https://t.co/y3Hmwz2UhJ'
2019-06-22 10:15:38,"b""RT @aamirsayss: The person who abused our captain in his video has apologised now... So plz don't spread hate against him... Ghalati insaan\xe2\x80\xa6"""
2019-06-22 10:15:38,"b'Someone ask the people at #AgeasBowl to play \xe2\x80\x9cHodi maga, Hodi maga\xe2\x80\x9d. Our #Mangaluru boy @klrahul11 needs some encou\xe2\x80\xa6 https://t.co/n2vB0cMYMD'"
2019-06-22 10:15:38,b'@ajinkyarahane88 @HDFCLIFE I would tell him we will pay online and get discount \xf0\x9f\x98\x85. \nHe would readily agree.\xe2\x80\xa6 https://t.co/iC6R0sYVGR'
2019-06-22 10:15:37,b'RT @Amir81070724: Cricket world cup tickets available \n\n4 bronze semi final 1\n2 silver semi final 1\n1 platinum world cup final\n\nEticket ava\xe2\x80\xa6'
2019-06-22 10:15:37,"b""RT @sachin_rt: Brilliant stuff from Sri Lanka.\nWhat they didn't do with the bat, they more than compensated with the ball.\nMalinga and Co.\xe2\x80\xa6"""
2019-06-22 10:15:37,"b""RT @KKRiders: #Afghanistan haven't had a great time in England so far, and they are up against unbeaten #TeamIndia in today's #CWC19 encoun\xe2\x80\xa6"""
2019-06-22 10:15:35,"b""Stage set for king Kohli's 200 \xf0\x9f\x92\xa5\xf0\x9f\x92\xa5\nBring it on champ\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n#INDvAFG #CWC19"""
2019-06-22 10:15:35,"b'RT @ImRaina: Good luck to the boys in blue, #TeamIndia with a great chance to extend their winning run. \nThe Afghanistan team - what it lac\xe2\x80\xa6'"
2019-06-22 10:15:34,b'RT @ICC: Mujeeb bowled one of the balls of the tournament to dismiss Rohit Sharma in #INDvAFG! \n\nDownload the official #CWC19 app to watch\xe2\x80\xa6'
2019-06-22 10:15:34,b'RT @bbctms: WICKET! \n\nImpressive work from teenager Mujeeb Ur Rahman. \n\nBreakthrough for Afghanistan. \n\nRohit Sharma is out for 1 in the 5t\xe2\x80\xa6'
2019-06-22 10:15:34,b'@jatinsapru You owe this one to @ImRo45 \xf0\x9f\x98\x82. \nI\xe2\x80\x99m I right? @harbhajan_singh \n#INDvsAFG #AskTheExpert #CWC19'
2019-06-22 10:15:34,"b'RT @ImRaina: Good luck to the boys in blue, #TeamIndia with a great chance to extend their winning run. \nThe Afghanistan team - what it lac\xe2\x80\xa6'"
2019-06-22 10:15:33,b'@suneerchowdhary Brave or silly Suneer?\nFollow: https://t.co/LTW4NLu38O  #AFGVIND #INDVAFG #cwc19'
2019-06-22 10:15:33,b'RT @PoweradeIndia: Today is the first-ever face-off between the Men in Blue and the new Asian team. Will Jersey number 18 manage 104 runs t\xe2\x80\xa6'
2019-06-22 10:15:30,b'RT @PoweradeIndia: Are you game ready? Because we always are! Ready to #PowerThrough #CWC19 #LoveCricket #Sports #INDvAFG #TeamIndia #Afgha\xe2\x80\xa6'
2019-06-22 10:15:28,b'Prediction - India to be 102+ in 20 overs. Rahul to up the ante\n#INDvAFG #TeamIndia #CWC19'
2019-06-22 10:15:28,"b'RT @ANI: #CWC19 India at 49/1 in 11 overs against Afghanistan at Rose Bowl, Southampton. #INDvsAFG https://t.co/9z2RxyeMOf'"
2019-06-22 10:15:28,b'RT @PoweradeIndia: Will they #PowerThrough and flip the game? #cricket #INDvAFG #sports #AfghanAtalan #CWC19 https://t.co/oQkX8mxIGM'
2019-06-22 10:15:26,b'RT @SeerviBharath: Mujeeb Ur Rahman is the first spinner to dismiss an Indian batsman in this World Cup. \n\nAll these went wicketless..\nTahi\xe2\x80\xa6'
2019-06-22 10:15:26,b'Supporting central Pakistan.\n#CWC19 \n#INDvAFG'
2019-06-22 10:15:25,b'8th June:\nRohit Sharma scored 57 (70)\n#CWC19 https://t.co/F4KlfLdJKj'
2019-06-22 10:15:22,b'@IrfanPathan @VVSLaxman281 were going technically good with #Hindi Commentry! then comes @Sunil_Gavaskar\xe2\x80\xa6 https://t.co/IEGR6eRCik'
2019-06-22 10:15:22,b'RT @Cricketracker: Body shaming is not cool and respecting your national captain is the least you can do. #CWC19 #SarfarazAhmed https://t.c\xe2\x80\xa6'
2019-06-22 10:15:18,"b'RT @LeeCooperIn: Time for the guessing game again! Shoot your predictions in the comments, become the #MasterOfPrediction and win some supe\xe2\x80\xa6'"
2019-06-22 10:15:17,"b'""There\'s been a few loose drives, but Rahul is an extravagant player and plays with a great amount of confidence.""\xe2\x80\xa6 https://t.co/Uh5BfiUTac'"
2019-06-22 10:15:17,"b""Here's\nWhich Team Today Win.. \n#TeamIndia #CWC19 \n\nIndia vs AFG\n\nRT India\n#INDvAFG #INDvsAFG \n\nFollow @BiggBoss3Telugu"""
2019-06-22 10:15:17,b'RT @mipaltan: Kohli has got the run-rate back on track as he races to 26 in 16 balls.\n\n\xf0\x9f\x87\xae\xf0\x9f\x87\xb3 - 49/1 (11)\n\n#OneFamily #CricketMeriJaan #CWC19 #\xe2\x80\xa6'
2019-06-22 10:15:16,b'RT @thefield_in: #CWC19 #INDvAFG \n\nVirat got just three for this shot. Picture perfect! \n\nLive: https://t.co/cnAbRHgkQh https://t.co/CtNfo2\xe2\x80\xa6'
2019-06-22 10:15:15,"b'RT @ANI: #CWC19 India at 49/1 in 11 overs against Afghanistan at Rose Bowl, Southampton. #INDvsAFG https://t.co/9z2RxyeMOf'"
2019-06-22 10:15:14,b'RT @ICC: Mujeeb bowled one of the balls of the tournament to dismiss Rohit Sharma in #INDvAFG! \n\nDownload the official #CWC19 app to watch\xe2\x80\xa6'
2019-06-22 10:15:12,"b'RT @_cricingif: Cricket is a game of glorious uncertainties \xf0\x9f\x91\x8f\n\nPakistan need luck, a lot of sunshine, self belief and one of these four sce\xe2\x80\xa6'"
2019-06-22 10:15:11,b'RT @khokhar_touseef: Keep believing \xe2\x9d\xa4\xe2\x9d\xa4\nKeep praying \xf0\x9f\x92\x9a\xf0\x9f\x92\x9a\nWe are still in the tournament\n\xf0\x9f\x92\x9a\xf0\x9f\x87\xb5\xf0\x9f\x87\xb0\xf0\x9f\x87\xb5\xf0\x9f\x87\xb0\n#CWC19 https://t.co/O2x6O0p1JH'
2019-06-22 10:15:10,"b'BTW, did you meet the match referee? Here I am. \xf0\x9f\x98\x80 #INDvAFG #CWC19 #TeamIndia https://t.co/3X2yoPHUxX'"
2019-06-22 10:15:10,"b""Blip? This wasn't a Blip, we've already lost a game this was just the definitive reminder of why we shouldn't get e\xe2\x80\xa6 https://t.co/pEX11KKYEf"""
2019-06-22 10:15:09,b'RT @TidyHomz: Players! are you ready to battle it out on the field?\nComment your answers and win exciting prizes.\nT &amp; C: https://t.co/CyRcD\xe2\x80\xa6'
2019-06-22 10:15:08,"b'#CWC19 India at 49/1 in 11 overs against Afghanistan at Rose Bowl, Southampton. #INDvsAFG'"
2019-06-22 10:15:08,"b'RT @Saj_PakPassion: Shahid Afridi ""It is my hope that Babar Azam will become a bigger player like Virat Kohli. But he won\'t become that pla\xe2\x80\xa6'"
2019-06-22 10:15:07,b'RT @likz84: @CrickPoint #MatchUpdate #FirstSession\n\n#IND - 41/1 after 10 overs.\n\n#ICC #CWC19 #INDvsAFG https://t.co/lVgLizzkEY'
2019-06-22 10:15:07,b'RT @aamirsayss: Sarfaraz Ahmed Captaincy\nChampion trophy\n11 Consecutive T20 series\nNo.1 T20 Team\nTwo Times PSL finalist\nPSL 4 Champions\n#IS\xe2\x80\xa6'
2019-06-22 10:15:05,b'Mujeeb Ur Rahman is the first spinner to dismiss an Indian batsman this #CWC19 \n\n#INDvAFG live updates \xf0\x9f\x91\x89\xe2\x80\xa6 https://t.co/4ICvP61yCb'
2019-06-22 10:15:04,b'RT @BCCI: #TeamIndia Captain @imVkohli wins the toss and elects to bat first against Afghanistan.\n\n#CWC19 https://t.co/OBwhkHHAND'
2019-06-22 10:15:04,"b""Some  Saturday game development with #CWC19 ! C'mon Kohli n Rahul ! #gamedev #Unity https://t.co/J6Zgk1lecO"""
2019-06-22 10:15:02,b'@jatinsapru  congratulations for first international wicket #CWC19 #INDvAFG'
2019-06-22 10:15:00,b'WATCH: What a delivery! \n\n@ACBofficials spinner Mujeeb Ur Rahman gets Rohit Sharma out via a stunning delivery!\xe2\x80\xa6 https://t.co/ZMVH7eHd1F'
2019-06-22 10:15:00,"b'""We have to lift ourselves. We are each other\'s strength. We are all good friends and know that only 15 of us can l\xe2\x80\xa6 https://t.co/VTgVJ1MuZu'"
